index	date	open_price	high_price	low_price	close_price	shares_traded	turnover
niftyfinanace	03-Jan-25	24000.75	24035.15	23701.65	23735.7	95201966	11312.13
niftyfinanace	06-Jan-25	23738.05	23801.8	23243.45	23317.85	76972967	9679.86
niftyfinanace	07-Jan-25	23375.6	23519.1	23288.8	23430.3	58020848	7331.85
niftyfinanace	08-Jan-25	23420.85	23444.95	23050.3	23236.05	72912953	8577.55
niftyfinanace	09-Jan-25	23179.95	23221.1	22924.3	23026.15	83094306	10150.26
niftyfinanace	10-Jan-25	23010.35	23030.5	22684.65	22730.2	79567941	8022.26
niftyfinanace	13-Jan-25	22503.95	22659.5	22357.95	22400.45	82460984	8488.36
niftyfinanace	14-Jan-25	22521.1	22809.15	22505.55	22722.15	98666299	10213.7
niftyfinanace	15-Jan-25	22773.95	22821.9	22567.35	22680.1	77483290	8359.76
niftyfinanace	16-Jan-25	22842.75	22994.85	22832.4	22943.75	111692020	11241.84
niftyfinanace	17-Jan-25	22803.95	22839.3	22518.3	22608.2	94089211	10402.85
niftyfinanace	20-Jan-25	22697.7	23025.5	22638.9	22926.7	110107288	12831.25
niftyfinanace	21-Jan-25	23003.2	23009.4	22492.1	22548.9	99812879	12340.1
niftyfinanace	22-Jan-25	22607.1	22679.2	22367.3	22650.4	106500032	11528.76
niftyfinanace	23-Jan-25	22684.55	22719.55	22563.6	22625.85	93854176	11005.99
niftyfinanace	24-Jan-25	22616.9	22736.25	22458.45	22513.5	82034875	8840.44
niftyfinanace	27-Jan-25	22357.4	22494.2	22320.85	22383.1	87221183	9184.09
niftyfinanace	28-Jan-25	22650.85	22984	22589.7	22805.9	137448459	15094.83
niftyfinanace	29-Jan-25	22865.7	23060.5	22803.4	23044.95	77962517	8461.64
niftyfinanace	30-Jan-25	23088.6	23197.25	23012.9	23133.7	100921758	14440.42
niftyfinanace	31-Jan-25	23122.2	23267.75	23031.95	23220.55	74112705	8829.86
niftyfinanace	01-Feb-25	23231.75	23387.3	22795.95	23170.25	75410831	7451.96
niftyfinanace	03-Feb-25	22964.55	23164.6	22911.75	23132.45	97104252	11973.58
niftyfinanace	04-Feb-25	23288.3	23648.8	23239.6	23620.7	115502146	13319.51
niftyfinanace	05-Feb-25	23714.4	23743.8	23621.3	23664.4	83677004	10152.77
niftyfinanace	06-Feb-25	23705.5	23734.3	23571.55	23660.4	104250874	11222.03
niftyfinanace	07-Feb-25	23724.95	23780.45	23410.8	23539.75	120420747	11480.07
niftyfinanace	10-Feb-25	23479.8	23532.4	23281.8	23400.35	66269023	7259.07
niftyfinanace	11-Feb-25	23329.55	23358.8	22966	23089.6	84434719	8811.3
niftyfinanace	12-Feb-25	23068.25	23310.1	22819.9	23192.8	98322119	10181.1
niftyfinanace	13-Feb-25	23195.3	23485.8	23188.45	23272.4	102247614	12416.08
niftyfinanace	14-Feb-25	23321.8	23368.2	22998.6	23186.9	78403905	8512.22
niftyfinanace	17-Feb-25	23053.6	23293.8	22958.55	23271	69822796	7379.68
niftyfinanace	18-Feb-25	23258.5	23311.15	23092.5	23280.3	66079525	7401.18
niftyfinanace	19-Feb-25	23197.15	23501.4	23158.4	23456.2	67661048	7285.26
niftyfinanace	20-Feb-25	23321.3	23396.05	23227.6	23281.4	77243639	8472.22
niftyfinanace	21-Feb-25	23189.65	23288	23030.9	23174.35	65057546	7147.22
niftyfinanace	24-Feb-25	22996.7	23049.05	22842.6	22995.2	61210092	6694.74
niftyfinanace	25-Feb-25	23008.1	23121.25	23002.6	23036.05	71440981	8658.36
niftyfinanace	27-Feb-25	23081.8	23261.65	23081.75	23173.65	110087746	13276.3
niftyfinanace	28-Feb-25	23034.3	23128.75	22925.85	23028.95	170534479	18259.14
niftyfinanace	03-Mar-25	23117.8	23159.95	22855.6	22953	89446358	8862.4
niftyfinanace	04-Mar-25	22865	23076.45	22861.05	23028.45	86836917	8884.91
niftyfinanace	05-Mar-25	22985.8	23126.7	22952.25	23050.6	87215729	9873.92
niftyfinanace	06-Mar-25	23175.5	23198.65	22942.4	23163	95011325	10871.88
niftyfinanace	07-Mar-25	23089.35	23235.95	23066.55	23136.2	64206499	6684.96
niftyfinanace	10-Mar-25	23110	23288	23015.4	23056.85	65576004	7383.56
niftyfinanace	11-Mar-25	22992.35	23258.55	22934.55	23203.35	68039909	7834.16
niftyfinanace	12-Mar-25	23254.45	23365.9	23200.6	23327.9	71215136	9486.59
niftyfinanace	13-Mar-25	23399.15	23458.2	23262.9	23290	62169251	7484.97
niftyfinanace	17-Mar-25	23313.65	23567.7	23305.45	23529.25	70394302	9323.48
niftyfinanace	18-Mar-25	23744.65	24008.2	23678.25	23969.7	82362395	10493.77
niftyfinanace	19-Mar-25	23994	24199.35	23968.45	24140.35	76648956	9428.38
niftyfinanace	20-Mar-25	24263.45	24352.45	24131	24309	70206106	8611.3
niftyfinanace	21-Mar-25	24316.7	24604.4	24294.55	24567.95	157362415	22746.9
niftyfinanace	24-Mar-25	24759.7	25101.3	24673.15	25057.55	90875475	11383.82
niftyfinanace	25-Mar-25	25158.65	25297.35	25006.45	25086	116757030	15252.75
niftyfinanace	26-Mar-25	25114.45	25151.35	24769.45	24829.6	75954477	9516.12
niftyfinanace	27-Mar-25	24775.05	25101.05	24764.3	25011.15	113791180	15926.54
niftyfinanace	28-Mar-25	25034.05	25199.05	24937.35	25074.9	104386075	9988.69
niftyfinanace	01-Apr-25	24855.7	24998.05	24516.4	24529.4	98810050	10597.26
niftyfinanace	02-Apr-25	24582.45	24772.1	24577.3	24750.05	71643598	6611.5
